Name,Docs,Tag,Crit,Status,Error,ElapsedTime,Failure
Build 1 . 0 . 0 . 276 . ECB-694 Logging Settings Suite . C2986: Logging Settings-Default,Logging Settings-Default Aim: To validate that default for Logging Settings is Information Author: Aniruddha Sankoli,C2986,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Schneider Electric', ControlType: TreeItemControl}",124.6,0
Build 1 . 0 . 0 . 276 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4559: [Deployment] Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1,Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Aim: To validate display of Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Author: Aniruddha Sankoli,C4559,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'NameTextBox', ControlType: EditControl}",96.3,0
Build 1 . 0 . 0 . 276 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4561: [Deployment] Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan,Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Aim: To validate starting a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Author: Aniruddha Sankoli,C4561,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'NameTextBox', ControlType: EditControl}",96.5,0
Build 1 . 0 . 0 . 276 . ECB-862 Deployment Display incremental updates to CBus Network Scan Phase 1 Suite . C8967: [Deployment] Display incremental updates to C-Bus Network Scan Phase 1,Display incremental updates to C-Bus Network Scan Phase 1 Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C8967,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'NameTextBox', ControlType: EditControl}",96.0,0
Build 1 . 0 . 0 . 276 . ECB-89 View Devices for a C-Bus Network . C2048: View devices for a C-Bus Network as Admin,View devices for a C-Bus Network as Admin Aim: To validate viewing devices for a C-Bus Network as Admin Author: Aniruddha Sankoli,C2048,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'NameTextBox', ControlType: EditControl}",95.9,0
Build 1 . 0 . 0 . 276 . ECB-943 Deployment Close Cbus Network Suite . C5176: [Deployment] Close C-bus Network (forcing a disconnect),Close C-bus Network (forcing a disconnect) Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C5176,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'NameTextBox', ControlType: EditControl}",96.0,0
Build 1 . 0 . 0 . 276 . ECB-983 Project Explorer Networks Suite . C5099: Project Explorer- Networks,Project Explorer- Networks Aim: To validate network operations in Project Explorer tools tab Author: Aniruddha Sankoli,C5099,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'NameTextBox', ControlType: EditControl}",96.2,0
Build 1 . 0 . 0 . 278 . ECB-1095 View Devices in Design Workspace Suite . C5098: Tool Window- Project Explorer,Tool Window - Project Explorer Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5098,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_ColumnHeadersPresenter', ControlType: HeaderControl}",634.0,0
Build 1 . 0 . 0 . 278 . ECB-1384 Readdress Live Device in Reconciliation View Suite . C10939: [Deployment] Re-address Live Device in Reconciliation View,Deployment- Re-address Live Device in Reconciliation View Aim: To validate re-address Live Device in Reconciliation View Author: Aniruddha Sankoli,C10939,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',354.9,1
Build 1 . 0 . 0 . 278 . ECB-32 Delete A Project Suite . C2993: Delete Project,Delete a Project as Admin Aim: To validate deleting a project as Admin Author: Aniruddha Sankoli,C2993,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_YesButton', ControlType: ButtonControl}",57.2,1
Build 1 . 0 . 0 . 278 . ECB-34 Edit A Project suite . C1596: Edit a project,Edit a project Aim: To validate editing of project Author: Aniruddha Sankoli,C1596,yes,FAIL,Error raised since Project Description is read only and thus not editable,107.5,1
Build 1 . 0 . 0 . 278 . ECB-460 Add and Delete DALI Devices on DALI Line . C2980: Delete DALI Devices on a DALI Line as Admin,Delete C-Bus DALI Device on a DALI line as Admin Aim: To validate deleting C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,ADeleteDALIDevice_Admin,yes,FAIL,Device 'Generic DALI ECG #3' not found in DALI device list,957.2,0
Build 1 . 0 . 0 . 278 . ECB-54 View Networks In The Project Suite . C2072: Admin View Networks in the Project,View Networks in the project with Admin account Aim: To validate viewing networks in the project with a Admin account Author: Aniruddha Sankoli,C2072,yes,FAIL,Error raised since searched network name did not match desired network Beatles,202.6,1
Build 1 . 0 . 0 . 278 . ECB-56 Create CBus Network Suite . C18833: Admin Create a C-bus Network- Ethernet-Automation controller,Create Networks with Ethernet-Automation in the project with Project Manager account Aim: To validate creating networks in the project with a Project Manager account Author: Aniruddha Sankoli,C18833,yes,FAIL,Error raised since Add Network window presence status was found to be False,147.7,0
Build 1 . 0 . 0 . 278 . ECB-56 Create CBus Network Suite . C18835: Admin Create a C-bus Network- Ethernet-Automation controller-Wiser,Create Networks with Ethernet-Wiser in the project with Project Manager account Aim: To validate creating networks in the project with a Project Manager account Author: Aniruddha Sankoli,C18835,yes,FAIL,Error raised since Add Network window presence status was found to be False,147.7,0
Build 1 . 0 . 0 . 278 . ECB-56 Create CBus Network Suite . C18836: Admin Create a C-bus Network- Serial-PCI,Create Networks with Serial-PCI in the project with Project Manager account Aim: To validate creating networks in the project with a Project Manager account Author: Aniruddha Sankoli,C18836,yes,FAIL,Error raised since Add Network window presence status was found to be False,147.7,0
Build 1 . 0 . 0 . 278 . ECB-56 Create CBus Network Suite . C2056: Admin Create a C-bus Network- Ethernet-CNI,Create Networks with Ethernet-CNI in the project with Admin account Aim: To validate creating networks in the project with a Admin account Author: Aniruddha Sankoli,C2056,yes,FAIL,Error raised since Add Network window presence status was found to be False,147.6,0
Build 1 . 0 . 0 . 278 . ECB-58 Edit Selected cBus Network . C5144: Edit the selected C-Bus Network,"Design workspace, edit C-Bus Newtwork Aim: To validate editing C-Bus network in Design worksapce Author: Aniruddha Sankoli",C5144,yes,FAIL,Error raised since network was found to accept empty name field,260.8,1
Build 1 . 0 . 0 . 278 . ECB-59 Delete Selected C-Bus Network Suite . C2954: Delete the selected C-Bus Network as admin,Delete Network in the project with Admin account Aim: To validate deleting networks in the project with an Admin account Author: Aniruddha Sankoli,C2954,yes,FAIL,Error raised since network selection was not verified,315.9,1
Build 1 . 0 . 0 . 278 . ECB-609 View C-Bus Fixture Library Suite . C2958: View C-Bus Fixture Library as Admin,View C-Bus Fixture Library in the project with Admin account Aim: To validate viewing C-Bus Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2958,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,239.3,1
Build 1 . 0 . 0 . 278 . ECB-610 Add C-Bus Devices to Network using selected Fixture Entry . C2974: Add C-Bus Devices to Network using selected Fixture Entry as Admin,Add C-Bus Devices to Network using selected Fixture Entry with Admin account Aim: To validate adding C-Bus Devices to Network using selected Fixture Entry with a Admin account Author: Aniruddha Sankoli,AddcBusDevice_Admin,yes,FAIL,Error raised since Wiser for C-Bus Network Automation Controller not found in Library C-bus devices list,211.4,1
Build 1 . 0 . 0 . 278 . ECB-611 Delete CBus Device from a Network . C3538: Delete C-Bus Device from a Network as admin,Delete C-Bus Device from a Network as admin Aim: To validate deleting C-Bus Device from a Network as admin Author: Aniruddha Sankoli,C3538,yes,FAIL,Device 'C-Bus DALI-2 Gateway #3' not found in device list,1095.9,0
Build 1 . 0 . 0 . 278 . ECB-613 View DALI Fixture Library Suite . C2983: View DALI Fixture Library as admin,View DALI Fixture Library in the project with Admin account Aim: To validate viewing DALI Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2983,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,370.9,1
Build 1 . 0 . 0 . 278 . ECB-628 Deployment Open Network Using CBus Network Interface Suite . C8964: [Deployment] Open Network using C-Bus Network Interface,Deployment- Open Network using C-Bus Network Interface Aim: To validate opening Network in Deployment using C-Bus Network Interface Author: Aniruddha Sankoli,C8964,yes,FAIL,Error raised since clicking on Cancel did not close modal,335.4,1
Build 1 . 0 . 0 . 278 . ECB-661 ECB-458 View DALI Lines for a DALI Gateway . C2971: View DALI Lines for a DALI Gateway as admin,View DALI Lines for a DALI Gateway as admin Aim: To validate viewing DALI Lines for a DALI Gateway as admin Author: Aniruddha Sankoli,C2971,yes,FAIL,TypeError: collapse_expanded_network() missing 1 required positional argument: 'network_name',683.3,0
Build 1 . 0 . 0 . 278 . ECB-694 Logging Settings Suite . C2986: Logging Settings-Default,Logging Settings-Default Aim: To validate that default for Logging Settings is Information Author: Aniruddha Sankoli,C2986,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Schneider Electric', ControlType: TreeItemControl}",125.3,0
Build 1 . 0 . 0 . 278 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4559: [Deployment] Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1,Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Aim: To validate display of Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Author: Aniruddha Sankoli,C4559,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',485.2,1
Build 1 . 0 . 0 . 278 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4561: [Deployment] Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan,Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Aim: To validate starting a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Author: Aniruddha Sankoli,C4561,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',522.2,1
Build 1 . 0 . 0 . 278 . ECB-862 Deployment Display incremental updates to CBus Network Scan Phase 1 Suite . C8967: [Deployment] Display incremental updates to C-Bus Network Scan Phase 1,Display incremental updates to C-Bus Network Scan Phase 1 Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C8967,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',487.7,1
Build 1 . 0 . 0 . 278 . ECB-89 View Devices for a C-Bus Network . C2048: View devices for a C-Bus Network as Admin,View devices for a C-Bus Network as Admin Aim: To validate viewing devices for a C-Bus Network as Admin Author: Aniruddha Sankoli,C2048,yes,FAIL,Error raised since sorting reset of columns could not be verified,1605.1,1
Build 1 . 0 . 0 . 278 . ECB-943 Deployment Close Cbus Network Suite . C5176: [Deployment] Close C-bus Network (forcing a disconnect),Close C-bus Network (forcing a disconnect) Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C5176,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'OpenOrCloseMenuItem', ControlType: MenuItemControl}",376.3,0
Build 1 . 0 . 0 . 278 . ECB-983 Project Explorer Networks Suite . C5099: Project Explorer- Networks,Project Explorer- Networks Aim: To validate network operations in Project Explorer tools tab Author: Aniruddha Sankoli,C5099,yes,FAIL,Error raised since 'Add Network' window di not appear,455.3,0
Build 1 . 0 . 0 . 279 . ECB-1095 View Devices in Design Workspace Suite . C5098: Tool Window- Project Explorer,Tool Window - Project Explorer Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5098,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_ColumnHeadersPresenter', ControlType: HeaderControl}",656.1,0
Build 1 . 0 . 0 . 279 . ECB-1384 Readdress Live Device in Reconciliation View Suite . C10939: [Deployment] Re-address Live Device in Reconciliation View,Deployment- Re-address Live Device in Reconciliation View Aim: To validate re-address Live Device in Reconciliation View Author: Aniruddha Sankoli,C10939,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',345.3,1
Build 1 . 0 . 0 . 279 . ECB-32 Delete A Project Suite . C2993: Delete Project,Delete a Project as Admin Aim: To validate deleting a project as Admin Author: Aniruddha Sankoli,C2993,yes,FAIL,Error raised since 'Project Deleted' info window did not appear,65.0,1
Build 1 . 0 . 0 . 279 . ECB-34 Edit A Project suite . C1596: Edit a project,Edit a project Aim: To validate editing of project Author: Aniruddha Sankoli,C1596,yes,FAIL,Error raised since Project Description is read only and thus not editable,108.4,1
Build 1 . 0 . 0 . 279 . ECB-459 View DALI Devices on DALI Line Suite . C3020: View DALI Devices on a DALI Line as Admin,View C-Bus DALI Device on a DALI line as Admin Aim: To validate viewing C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,C3020,yes,FAIL,Error raised since the list was not sorted in Ascending order as expected on clicking on Name header,1732.7,1
Build 1 . 0 . 0 . 279 . ECB-460 Add and Delete DALI Devices on DALI Line . C2980: Delete DALI Devices on a DALI Line as Admin,Delete C-Bus DALI Device on a DALI line as Admin Aim: To validate deleting C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,ADeleteDALIDevice_Admin,yes,FAIL,Error raised since DALI device was not successfully deleted,1005.8,0
Build 1 . 0 . 0 . 279 . ECB-54 View Networks In The Project Suite . C2072: Admin View Networks in the Project,View Networks in the project with Admin account Aim: To validate viewing networks in the project with a Admin account Author: Aniruddha Sankoli,C2072,yes,FAIL,Error raised since searched network name did not match desired network Beatles,204.2,1
Build 1 . 0 . 0 . 279 . ECB-58 Edit Selected cBus Network . C5144: Edit the selected C-Bus Network,"Design workspace, edit C-Bus Newtwork Aim: To validate editing C-Bus network in Design worksapce Author: Aniruddha Sankoli",C5144,yes,FAIL,Error raised since network was found to accept empty name field,260.8,1
Build 1 . 0 . 0 . 279 . ECB-59 Delete Selected C-Bus Network Suite . C2954: Delete the selected C-Bus Network as admin,Delete Network in the project with Admin account Aim: To validate deleting networks in the project with an Admin account Author: Aniruddha Sankoli,C2954,yes,FAIL,Error raised since network selection was not verified,317.3,1
Build 1 . 0 . 0 . 279 . ECB-609 View C-Bus Fixture Library Suite . C2958: View C-Bus Fixture Library as Admin,View C-Bus Fixture Library in the project with Admin account Aim: To validate viewing C-Bus Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2958,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,231.1,1
Build 1 . 0 . 0 . 279 . ECB-610 Add C-Bus Devices to Network using selected Fixture Entry . C2974: Add C-Bus Devices to Network using selected Fixture Entry as Admin,Add C-Bus Devices to Network using selected Fixture Entry with Admin account Aim: To validate adding C-Bus Devices to Network using selected Fixture Entry with a Admin account Author: Aniruddha Sankoli,AddcBusDevice_Admin,yes,FAIL,Error raised since C-Bus Device addition by double clicking for 'C-Bus DALI-2 Gateway' was not successfully verified by double clicking. Expected '1' devices to be added found '-2' to be added,392.8,1
Build 1 . 0 . 0 . 279 . ECB-613 View DALI Fixture Library Suite . C2983: View DALI Fixture Library as admin,View DALI Fixture Library in the project with Admin account Aim: To validate viewing DALI Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2983,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,362.0,1
Build 1 . 0 . 0 . 279 . ECB-628 Deployment Open Network Using CBus Network Interface Suite . C8964: [Deployment] Open Network using C-Bus Network Interface,Deployment- Open Network using C-Bus Network Interface Aim: To validate opening Network in Deployment using C-Bus Network Interface Author: Aniruddha Sankoli,C8964,yes,FAIL,Error raised since clicking on Cancel did not close Deployment interface selection modal,326.0,0
Build 1 . 0 . 0 . 279 . ECB-694 Logging Settings Suite . C2986: Logging Settings-Default,Logging Settings-Default Aim: To validate that default for Logging Settings is Information Author: Aniruddha Sankoli,C2986,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Schneider Electric', ControlType: TreeItemControl}",103.1,0
Build 1 . 0 . 0 . 279 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4559: [Deployment] Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1,Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Aim: To validate display of Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Author: Aniruddha Sankoli,C4559,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',476.5,1
Build 1 . 0 . 0 . 279 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4561: [Deployment] Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan,Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Aim: To validate starting a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Author: Aniruddha Sankoli,C4561,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',513.3,1
Build 1 . 0 . 0 . 279 . ECB-862 Deployment Display incremental updates to CBus Network Scan Phase 1 Suite . C8967: [Deployment] Display incremental updates to C-Bus Network Scan Phase 1,Display incremental updates to C-Bus Network Scan Phase 1 Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C8967,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',478.7,1
Build 1 . 0 . 0 . 279 . ECB-89 View Devices for a C-Bus Network . C2048: View devices for a C-Bus Network as Admin,View devices for a C-Bus Network as Admin Aim: To validate viewing devices for a C-Bus Network as Admin Author: Aniruddha Sankoli,C2048,yes,FAIL,Error raised since sorting reset of columns could not be verified,1818.8,1
Build 1 . 0 . 0 . 279 . ECB-943 Deployment Close Cbus Network Suite . C5176: [Deployment] Close C-bus Network (forcing a disconnect),Close C-bus Network (forcing a disconnect) Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C5176,yes,FAIL,Error raised since network open status was not verified. Network status as displayed was 'Closed',345.2,1
Build 1 . 0 . 0 . 279 . ECB-983 Project Explorer Networks Suite . C5099: Project Explorer- Networks,Project Explorer- Networks Aim: To validate network operations in Project Explorer tools tab Author: Aniruddha Sankoli,C5099,yes,FAIL,Error raised since first network name does not match network search,511.5,1
Build 1 . 0 . 0 . 281 . ECB-1095 View Devices in Design Workspace Suite . C5098: Tool Window- Project Explorer,Tool Window - Project Explorer Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5098,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_ColumnHeadersPresenter', ControlType: HeaderControl}",618.0,0
Build 1 . 0 . 0 . 281 . ECB-1384 Readdress Live Device in Reconciliation View Suite . C10939: [Deployment] Re-address Live Device in Reconciliation View,Deployment- Re-address Live Device in Reconciliation View Aim: To validate re-address Live Device in Reconciliation View Author: Aniruddha Sankoli,C10939,yes,FAIL,"COMError: (-2146233079, None, (None, None, None, 0, None))",276.2,0
Build 1 . 0 . 0 . 281 . ECB-32 Delete A Project Suite . C2993: Delete Project,Delete a Project as Admin Aim: To validate deleting a project as Admin Author: Aniruddha Sankoli,C2993,yes,FAIL,Error raised since 'Project Deleted' info window did not appear,66.4,1
Build 1 . 0 . 0 . 281 . ECB-34 Edit A Project suite . C1596: Edit a project,Edit a project Aim: To validate editing of project Author: Aniruddha Sankoli,C1596,yes,FAIL,"COMError: (-2146233079, None, (None, None, None, 0, None))",111.0,1
Build 1 . 0 . 0 . 281 . ECB-459 View DALI Devices on DALI Line Suite . C3020: View DALI Devices on a DALI Line as Admin,View C-Bus DALI Device on a DALI line as Admin Aim: To validate viewing C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,C3020,yes,FAIL,Error raised since the list was not sorted in Ascending order as expected on clicking on Name header,1639.2,1
Build 1 . 0 . 0 . 281 . ECB-460 Add and Delete DALI Devices on DALI Line . C2980: Delete DALI Devices on a DALI Line as Admin,Delete C-Bus DALI Device on a DALI line as Admin Aim: To validate deleting C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,ADeleteDALIDevice_Admin,yes,FAIL,Error raised since DALI device was not successfully deleted,1062.1,0
Build 1 . 0 . 0 . 281 . ECB-54 View Networks In The Project Suite . C2072: Admin View Networks in the Project,View Networks in the project with Admin account Aim: To validate viewing networks in the project with a Admin account Author: Aniruddha Sankoli,C2072,yes,FAIL,Error raised since searched network name did not match desired network Beatles,219.9,1
Build 1 . 0 . 0 . 281 . ECB-58 Edit Selected cBus Network . C5144: Edit the selected C-Bus Network,"Design workspace, edit C-Bus Newtwork Aim: To validate editing C-Bus network in Design worksapce Author: Aniruddha Sankoli",C5144,yes,FAIL,Error raised since description property of network was found to be uneditable,269.7,1
Build 1 . 0 . 0 . 281 . ECB-59 Delete Selected C-Bus Network Suite . C2954: Delete the selected C-Bus Network as admin,Delete Network in the project with Admin account Aim: To validate deleting networks in the project with an Admin account Author: Aniruddha Sankoli,C2954,yes,FAIL,Error raised since expected network 'Beatles' present in network list,336.1,1
Build 1 . 0 . 0 . 281 . ECB-609 View C-Bus Fixture Library Suite . C2958: View C-Bus Fixture Library as Admin,View C-Bus Fixture Library in the project with Admin account Aim: To validate viewing C-Bus Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2958,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,243.5,1
Build 1 . 0 . 0 . 281 . ECB-610 Add C-Bus Devices to Network using selected Fixture Entry . C2974: Add C-Bus Devices to Network using selected Fixture Entry as Admin,Add C-Bus Devices to Network using selected Fixture Entry with Admin account Aim: To validate adding C-Bus Devices to Network using selected Fixture Entry with a Admin account Author: Aniruddha Sankoli,AddcBusDevice_Admin,yes,FAIL,Error raised since C-Bus Device addition 'C-Bus DALI-2 Gateway' was not successfully verified by double clicking. Expected '1' devices to be added found '2' to be added,317.9,1
Build 1 . 0 . 0 . 281 . ECB-613 View DALI Fixture Library Suite . C2983: View DALI Fixture Library as admin,View DALI Fixture Library in the project with Admin account Aim: To validate viewing DALI Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2983,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,335.9,1
Build 1 . 0 . 0 . 281 . ECB-628 Deployment Open Network Using CBus Network Interface Suite . C8964: [Deployment] Open Network using C-Bus Network Interface,Deployment- Open Network using C-Bus Network Interface Aim: To validate opening Network in Deployment using C-Bus Network Interface Author: Aniruddha Sankoli,C8964,yes,FAIL,"COMError: (-2146233079, None, (None, None, None, 0, None))",280.6,0
Build 1 . 0 . 0 . 281 . ECB-694 Logging Settings Suite . C2986: Logging Settings-Default,Logging Settings-Default Aim: To validate that default for Logging Settings is Information Author: Aniruddha Sankoli,C2986,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Schneider Electric', ControlType: TreeItemControl}",110.8,0
Build 1 . 0 . 0 . 281 . ECB-694 Logging Settings Suite . C2992: Logging Settings- Fatal,Logging Settings-Fatal Aim: To validate Logging operations on Fatal Logging Level Settings Author: Aniruddha Sankoli,C2992,yes,FAIL,"LookupError: Find Control Timeout: {ClassName: 'Window', Name: 'SpaceLogic C-Bus Commission', Desc: '', ControlType: WindowControl}",81.2,0
Build 1 . 0 . 0 . 281 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4559: [Deployment] Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1,Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Aim: To validate display of Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Author: Aniruddha Sankoli,C4559,yes,FAIL,"COMError: (-2146233079, None, (None, None, None, 0, None))",377.7,0
Build 1 . 0 . 0 . 281 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4561: [Deployment] Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan,Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Aim: To validate starting a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Author: Aniruddha Sankoli,C4561,yes,FAIL,Error raised since Design Workspace window activated but Device Deployment View not visible,417.5,1
Build 1 . 0 . 0 . 281 . ECB-862 Deployment Display incremental updates to CBus Network Scan Phase 1 Suite . C8967: [Deployment] Display incremental updates to C-Bus Network Scan Phase 1,Display incremental updates to C-Bus Network Scan Phase 1 Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C8967,yes,FAIL,"COMError: (-2146233079, None, (None, None, None, 0, None))",374.9,0
Build 1 . 0 . 0 . 281 . ECB-89 View Devices for a C-Bus Network . C2048: View devices for a C-Bus Network as Admin,View devices for a C-Bus Network as Admin Aim: To validate viewing devices for a C-Bus Network as Admin Author: Aniruddha Sankoli,C2048,yes,FAIL,Error raised since sorting reset of columns could not be verified,1420.6,0
Build 1 . 0 . 0 . 281 . ECB-943 Deployment Close Cbus Network Suite . C5176: [Deployment] Close C-bus Network (forcing a disconnect),Close C-bus Network (forcing a disconnect) Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C5176,yes,FAIL,"COMError: (-2146233079, None, (None, None, None, 0, None))",283.9,0
Build 1 . 0 . 0 . 281 . ECB-983 Project Explorer Networks Suite . C5099: Project Explorer- Networks,Project Explorer- Networks Aim: To validate network operations in Project Explorer tools tab Author: Aniruddha Sankoli,C5099,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'ExplorerToolWindow', ControlType: PaneControl}",325.6,1
Build 1 . 0 . 0 . 281 . ECB-985 Tool Window Properties Suite . C5100: Tool Window- Properties Toolbar,Tool Window - Pproperties Toolbar Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5100,yes,FAIL,Error raised since Property toolbar not closed,93.7,1
Build 1 . 0 . 0 . 283 . ECB-1095 View Devices in Design Workspace Suite . C5098: Tool Window- Project Explorer,Tool Window - Project Explorer Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5098,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_ColumnHeadersPresenter', ControlType: HeaderControl}",614.3,0
Build 1 . 0 . 0 . 283 . ECB-1383 Implement Interim Single User Mode Suite . C9385: Implement Interim Single User Mode,Name: Implement Interim Single User Mode Aim: To implement interim Author: Aniruddha Sankoli,C9385,yes,FAIL,"LookupError: Find Control Timeout: {ClassName: 'Window', Name: 'SpaceLogic C-Bus Commission', Desc: '', ControlType: WindowControl}",88.4,0
Build 1 . 0 . 0 . 283 . ECB-1384 Readdress Live Device in Reconciliation View Suite . C10939: [Deployment] Re-address Live Device in Reconciliation View,Deployment- Re-address Live Device in Reconciliation View Aim: To validate re-address Live Device in Reconciliation View Author: Aniruddha Sankoli,C10939,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",263.4,0
Build 1 . 0 . 0 . 283 . ECB-32 Delete A Project Suite . C2993: Delete Project,Delete a Project as Admin Aim: To validate deleting a project as Admin Author: Aniruddha Sankoli,C2993,yes,FAIL,Error raised since 'Project Deleted' info window did not appear,66.4,1
Build 1 . 0 . 0 . 283 . ECB-34 Edit A Project suite . C1596: Edit a project,Edit a project Aim: To validate editing of project Author: Aniruddha Sankoli,C1596,yes,FAIL,"COMError: (-2146233079, None, (None, None, None, 0, None))",111.6,1
Build 1 . 0 . 0 . 283 . ECB-459 View DALI Devices on DALI Line Suite . C3020: View DALI Devices on a DALI Line as Admin,View C-Bus DALI Device on a DALI line as Admin Aim: To validate viewing C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,C3020,yes,FAIL,Error raised since the list was not sorted in Ascending order as expected on clicking on Name header,1644.4,1
Build 1 . 0 . 0 . 283 . ECB-460 Add and Delete DALI Devices on DALI Line . C2980: Delete DALI Devices on a DALI Line as Admin,Delete C-Bus DALI Device on a DALI line as Admin Aim: To validate deleting C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,ADeleteDALIDevice_Admin,yes,FAIL,Error raised since DALI device was not successfully deleted,1026.4,1
